Timestamp,Model,Request tokens,Response tokens,Total tokens,Log Type
7296617.0,GPT-4,461,355,816,API log
7296652.0,GPT-4,311,740,1051,API log
7296681.0,GPT-4,461,330,791,API log
7296712.0,GPT-4,311,635,946,API log
7296772.0,GPT-4,311,738,1049,API log
7296832.0,GPT-4,311,742,1053,API log
7296838.0,GPT-4,461,309,770,API log
7296892.0,GPT-4,311,533,844,API log
7296896.0,GPT-4,423,240,663,API log
7296952.0,GPT-4,311,739,1050,API log
7297012.0,GPT-4,311,561,872,API log
7297072.0,GPT-4,311,761,1072,API log
7297132.0,GPT-4,311,762,1073,API log
7297192.0,GPT-4,311,709,1020,API log
7297253.0,GPT-4,311,759,1070,API log
7297313.0,GPT-4,311,617,928,API log
7297373.0,GPT-4,311,740,1051,API log
7297433.0,GPT-4,311,568,879,API log
7297493.0,GPT-4,311,781,1092,API log
7297553.0,GPT-4,311,734,1045,API log
7297613.0,GPT-4,311,610,921,API log
7297673.0,GPT-4,311,581,892,API log
7297733.0,GPT-4,311,587,898,API log
7297793.0,GPT-4,311,661,972,API log
7297854.0,GPT-4,311,613,924,API log
7297914.0,GPT-4,311,589,900,API log
7297974.0,GPT-4,311,768,1079,API log
7298034.0,GPT-4,311,711,1022,API log
7298094.0,GPT-4,311,718,1029,API log
7298154.0,GPT-4,311,645,956,API log
7298214.0,GPT-4,311,593,904,API log
7298274.0,GPT-4,311,683,994,API log
7298335.0,GPT-4,311,730,1041,API log
7298395.0,GPT-4,311,578,889,API log
7298455.0,GPT-4,311,578,889,API log
7298515.0,GPT-4,311,568,879,API log
7298575.0,GPT-4,311,578,889,API log
7298635.0,GPT-4,311,557,868,API log
7298686.0,GPT-4,135,239,374,API log
7298686.0,GPT-4,134,314,448,API log
7298686.0,GPT-4,154,395,549,API log
7298686.0,GPT-4,136,262,398,API log
7298686.0,GPT-4,137,338,475,API log
7298686.0,GPT-4,219,301,520,API log
7298686.0,GPT-4,154,314,468,API log
7298686.0,GPT-4,168,451,619,API log
7298686.0,GPT-4,155,441,596,API log
7298686.0,GPT-4,144,265,409,API log
7298686.0,GPT-4,110,269,379,API log
7298686.0,GPT-4,176,400,576,API log
7298686.0,GPT-4,173,467,640,API log
7298686.0,GPT-4,257,603,860,API log
7298686.0,GPT-4,148,306,454,API log
7298686.0,GPT-4,186,604,790,API log
7298686.0,GPT-4,152,433,585,API log
7298686.0,GPT-4,92,269,361,API log
7298686.0,GPT-4,311,593,904,API log
7298686.0,GPT-4,164,430,594,API log
7298746.0,GPT-4,257,618,875,API log
7298746.0,GPT-4,186,599,785,API log
7298746.0,GPT-4,152,466,618,API log
7298806.0,GPT-4,152,408,560,API log
7298806.0,GPT-4,257,630,887,API log
7298806.0,GPT-4,186,596,782,API log
7298866.0,GPT-4,186,602,788,API log
7298866.0,GPT-4,152,466,618,API log
7298866.0,GPT-4,257,603,860,API log
7298926.0,GPT-4,152,441,593,API log
7298926.0,GPT-4,257,618,875,API log
7298926.0,GPT-4,186,600,786,API log
7298987.0,GPT-4,257,611,868,API log
7298987.0,GPT-4,186,624,810,API log
7299008.0,GPT-4,515,424,939,API log
7299047.0,GPT-4,186,603,789,API log
7299047.0,GPT-4,257,601,858,API log
7299107.0,GPT-4,186,602,788,API log
7299107.0,GPT-4,257,570,827,API log
7299167.0,GPT-4,257,655,912,API log
7299167.0,GPT-4,186,598,784,API log
7299227.0,GPT-4,257,604,861,API log
7299227.0,GPT-4,186,594,780,API log
7299287.0,GPT-4,257,592,849,API log
7299287.0,GPT-4,186,607,793,API log
7299347.0,GPT-4,257,624,881,API log
7299347.0,GPT-4,186,554,740,API log
7299407.0,GPT-4,257,606,863,API log
7299407.0,GPT-4,186,596,782,API log
7299467.0,GPT-4,257,573,830,API log
7299528.0,GPT-4,257,584,841,API log
7299588.0,GPT-4,257,578,835,API log
7299648.0,GPT-4,257,652,909,API log
7299708.0,GPT-4,257,614,871,API log
7299768.0,GPT-4,257,619,876,API log
7299828.0,GPT-4,257,604,861,API log
7299888.0,GPT-4,257,608,865,API log
7299944.0,GPT-4,105,277,382,API log
7299944.0,GPT-4,189,404,593,API log
7299945.0,GPT-4,131,278,409,API log
7299945.0,GPT-4,123,283,406,API log
7299945.0,GPT-4,87,362,449,API log
7299945.0,GPT-4,102,159,261,API log
7299945.0,GPT-4,215,431,646,API log
7299945.0,GPT-4,147,366,513,API log
7299945.0,GPT-4,157,369,526,API log
7299945.0,GPT-4,95,192,287,API log
7299945.0,GPT-4,316,731,1047,API log
7299945.0,GPT-4,283,633,916,API log
7299945.0,GPT-4,152,734,886,API log
7299945.0,GPT-4,191,427,618,API log
7299945.0,GPT-4,169,417,586,API log
7299945.0,GPT-4,170,423,593,API log
7299945.0,GPT-4,105,230,335,API log
7299945.0,GPT-4,156,341,497,API log
7299945.0,GPT-4,161,369,530,API log
7299945.0,GPT-4,150,301,451,API log
7300004.0,GPT-4,189,417,606,API log
7300005.0,GPT-4,283,646,929,API log
7300005.0,GPT-4,156,309,465,API log
7300005.0,GPT-4,170,423,593,API log
7300005.0,GPT-4,191,444,635,API log
7300005.0,GPT-4,157,345,502,API log
7300005.0,GPT-4,152,735,887,API log
7300005.0,GPT-4,169,408,577,API log
7300005.0,GPT-4,316,692,1008,API log
7300005.0,GPT-4,102,160,262,API log
7300005.0,GPT-4,87,306,393,API log
7300005.0,GPT-4,150,330,480,API log
7300005.0,GPT-4,215,416,631,API log
7300065.0,GPT-4,189,417,606,API log
7300065.0,GPT-4,191,444,635,API log
7300065.0,GPT-4,283,691,974,API log
7300065.0,GPT-4,170,368,538,API log
7300065.0,GPT-4,316,729,1045,API log
7300065.0,GPT-4,156,343,499,API log
7300065.0,GPT-4,169,412,581,API log
7300065.0,GPT-4,157,371,528,API log
7300065.0,GPT-4,87,331,418,API log
7300065.0,GPT-4,152,724,876,API log
7300065.0,GPT-4,215,391,606,API log
7300065.0,GPT-4,150,329,479,API log
7300125.0,GPT-4,316,693,1009,API log
7300125.0,GPT-4,152,724,876,API log
7300125.0,GPT-4,283,678,961,API log
7300125.0,GPT-4,87,251,338,API log
7300125.0,GPT-4,191,444,635,API log
7300125.0,GPT-4,189,420,609,API log
7300126.0,GPT-4,156,310,466,API log
7300126.0,GPT-4,215,394,609,API log
7300126.0,GPT-4,169,414,583,API log
7300126.0,GPT-4,157,354,511,API log
7300126.0,GPT-4,150,338,488,API log
7300126.0,GPT-4,170,404,574,API log
7300185.0,GPT-4,316,700,1016,API log
7300185.0,GPT-4,152,721,873,API log
7300185.0,GPT-4,283,667,950,API log
7300245.0,GPT-4,316,700,1016,API log
7300245.0,GPT-4,283,660,943,API log
7300245.0,GPT-4,152,723,875,API log
7300305.0,GPT-4,152,724,876,API log
7300305.0,GPT-4,316,824,1140,API log
7300305.0,GPT-4,283,690,973,API log
7300365.0,GPT-4,152,694,846,API log
7300365.0,GPT-4,283,615,898,API log
7300366.0,GPT-4,316,738,1054,API log
7300425.0,GPT-4,152,744,896,API log
7300425.0,GPT-4,283,621,904,API log
7300426.0,GPT-4,316,828,1144,API log
7300485.0,GPT-4,283,654,937,API log
7300486.0,GPT-4,316,701,1017,API log
7300486.0,GPT-4,152,694,846,API log
7300545.0,GPT-4,283,593,876,API log
7300546.0,GPT-4,152,699,851,API log
7300546.0,GPT-4,316,739,1055,API log
7300606.0,GPT-4,152,724,876,API log
7300606.0,GPT-4,283,637,920,API log
7300606.0,GPT-4,316,539,855,API log
7300666.0,GPT-4,152,736,888,API log
7300666.0,GPT-4,316,825,1141,API log
7300666.0,GPT-4,283,650,933,API log
7300726.0,GPT-4,283,600,883,API log
7300726.0,GPT-4,316,680,996,API log
7300726.0,GPT-4,152,741,893,API log
7300786.0,GPT-4,316,697,1013,API log
7300786.0,GPT-4,283,658,941,API log
7300786.0,GPT-4,152,696,848,API log
7300846.0,GPT-4,283,637,920,API log
7300846.0,GPT-4,152,700,852,API log
7300846.0,GPT-4,316,620,936,API log
7300906.0,GPT-4,283,695,978,API log
7300906.0,GPT-4,152,734,886,API log
7300906.0,GPT-4,316,730,1046,API log
7300966.0,GPT-4,283,641,924,API log
7300966.0,GPT-4,152,696,848,API log
7300967.0,GPT-4,316,665,981,API log
7301027.0,GPT-4,283,687,970,API log
7301027.0,GPT-4,152,721,873,API log
7301027.0,GPT-4,316,538,854,API log
7301087.0,GPT-4,283,644,927,API log
7301087.0,GPT-4,316,732,1048,API log
7301087.0,GPT-4,152,631,783,API log
7301147.0,GPT-4,152,709,861,API log
7301147.0,GPT-4,316,614,930,API log
7301147.0,GPT-4,283,636,919,API log
7301207.0,GPT-4,283,697,980,API log
7301207.0,GPT-4,316,738,1054,API log
7301207.0,GPT-4,152,699,851,API log
7301267.0,GPT-4,316,736,1052,API log
7301267.0,GPT-4,283,624,907,API log
7301267.0,GPT-4,152,759,911,API log
7301327.0,GPT-4,283,643,926,API log
7301327.0,GPT-4,316,824,1140,API log
7301327.0,GPT-4,152,737,889,API log
7301388.0,GPT-4,152,759,911,API log
7301388.0,GPT-4,283,612,895,API log
7301388.0,GPT-4,316,647,963,API log
7301448.0,GPT-4,152,694,846,API log
7301448.0,GPT-4,283,624,907,API log
7301448.0,GPT-4,316,642,958,API log
7301508.0,GPT-4,316,741,1057,API log
7301508.0,GPT-4,283,668,951,API log
7301508.0,GPT-4,152,736,888,API log
7301568.0,GPT-4,152,761,913,API log
7301568.0,GPT-4,283,628,911,API log
7301568.0,GPT-4,316,724,1040,API log
7301628.0,GPT-4,152,780,932,API log
7301628.0,GPT-4,283,676,959,API log
7301628.0,GPT-4,316,719,1035,API log
7301689.0,GPT-4,283,658,941,API log
7301689.0,GPT-4,316,685,1001,API log
7301689.0,GPT-4,152,734,886,API log
7301749.0,GPT-4,316,830,1146,API log
7301749.0,GPT-4,283,605,888,API log
7301749.0,GPT-4,152,724,876,API log
7301809.0,GPT-4,152,699,851,API log
7301809.0,GPT-4,316,736,1052,API log
7301869.0,GPT-4,316,535,851,API log
7301869.0,GPT-4,152,696,848,API log
7301929.0,GPT-4,152,736,888,API log
7301989.0,GPT-4,152,737,889,API log
7302049.0,GPT-4,152,725,877,API log
7302109.0,GPT-4,152,745,897,API log
7302170.0,GPT-4,152,699,851,API log
7302230.0,GPT-4,152,735,887,API log
7302290.0,GPT-4,152,699,851,API log
7302350.0,GPT-4,152,694,846,API log
7302410.0,GPT-4,152,709,861,API log
7302470.0,GPT-4,152,694,846,API log
7302530.0,GPT-4,152,722,874,API log
7302590.0,GPT-4,152,734,886,API log
7302650.0,GPT-4,152,735,887,API log
7302710.0,GPT-4,152,694,846,API log
7302771.0,GPT-4,152,711,863,API log
7302831.0,GPT-4,152,721,873,API log
7302891.0,GPT-4,152,721,873,API log
7302940.0,GPT-4,202,495,697,API log
7302940.0,GPT-4,177,288,465,API log
7302940.0,GPT-4,237,709,946,API log
7302940.0,GPT-4,144,372,516,API log
7302940.0,GPT-4,159,332,491,API log
7302940.0,GPT-4,248,691,939,API log
7302940.0,GPT-4,193,464,657,API log
7302940.0,GPT-4,85,232,317,API log
7302940.0,GPT-4,114,253,367,API log
7302940.0,GPT-4,150,460,610,API log
7302940.0,GPT-4,150,312,462,API log
7302940.0,GPT-4,286,732,1018,API log
7302940.0,GPT-4,126,282,408,API log
7302940.0,GPT-4,156,300,456,API log
7302940.0,GPT-4,155,288,443,API log
7302940.0,GPT-4,142,236,378,API log
7302940.0,GPT-4,152,340,492,API log
7302940.0,GPT-4,249,548,797,API log
7302940.0,GPT-4,179,714,893,API log
7302940.0,GPT-4,159,352,511,API log
7303001.0,GPT-4,202,453,655,API log
7303001.0,GPT-4,237,715,952,API log
7303001.0,GPT-4,248,608,856,API log
7303001.0,GPT-4,159,351,510,API log
7303001.0,GPT-4,150,421,571,API log
7303001.0,GPT-4,159,318,477,API log
7303001.0,GPT-4,144,404,548,API log
7303001.0,GPT-4,249,622,871,API log
7303001.0,GPT-4,179,673,852,API log
7303001.0,GPT-4,286,756,1042,API log
7303061.0,GPT-4,286,712,998,API log
7303061.0,GPT-4,237,535,772,API log
7303061.0,GPT-4,179,672,851,API log
7303061.0,GPT-4,248,602,850,API log
7303061.0,GPT-4,249,639,888,API log
7303121.0,GPT-4,248,636,884,API log
7303121.0,GPT-4,249,602,851,API log
7303121.0,GPT-4,237,697,934,API log
7303121.0,GPT-4,286,632,918,API log
7303121.0,GPT-4,179,667,846,API log
7303181.0,GPT-4,249,648,897,API log
7303181.0,GPT-4,237,696,933,API log
7303181.0,GPT-4,179,688,867,API log
7303181.0,GPT-4,248,659,907,API log
7303181.0,GPT-4,286,713,999,API log
7303241.0,GPT-4,249,619,868,API log
7303241.0,GPT-4,237,688,925,API log
7303241.0,GPT-4,286,657,943,API log
7303241.0,GPT-4,248,647,895,API log
7303241.0,GPT-4,179,668,847,API log
7303301.0,GPT-4,286,844,1130,API log
7303301.0,GPT-4,179,680,859,API log
7303301.0,GPT-4,237,576,813,API log
7303301.0,GPT-4,249,552,801,API log
7303301.0,GPT-4,248,635,883,API log
7303361.0,GPT-4,286,713,999,API log
7303361.0,GPT-4,237,698,935,API log
7303361.0,GPT-4,248,603,851,API log
7303361.0,GPT-4,179,680,859,API log
7303422.0,GPT-4,237,684,921,API log
7303422.0,GPT-4,248,607,855,API log
7303422.0,GPT-4,286,713,999,API log
7303422.0,GPT-4,179,703,882,API log
7303482.0,GPT-4,248,655,903,API log
7303482.0,GPT-4,179,680,859,API log
7303482.0,GPT-4,286,756,1042,API log
7303482.0,GPT-4,237,694,931,API log
7303542.0,GPT-4,286,801,1087,API log
7303542.0,GPT-4,248,637,885,API log
7303542.0,GPT-4,237,587,824,API log
7303542.0,GPT-4,179,688,867,API log
7303602.0,GPT-4,286,754,1040,API log
7303602.0,GPT-4,237,597,834,API log
7303602.0,GPT-4,248,665,913,API log
7303602.0,GPT-4,179,693,872,API log
7303663.0,GPT-4,179,699,878,API log
7303663.0,GPT-4,237,704,941,API log
7303663.0,GPT-4,248,659,907,API log
7303663.0,GPT-4,286,732,1018,API log
7303723.0,GPT-4,179,703,882,API log
7303723.0,GPT-4,286,658,944,API log
7303723.0,GPT-4,248,607,855,API log
7303723.0,GPT-4,237,536,773,API log
7303783.0,GPT-4,286,761,1047,API log
7303783.0,GPT-4,248,603,851,API log
7303783.0,GPT-4,179,661,840,API log
7303843.0,GPT-4,248,603,851,API log
7303843.0,GPT-4,179,663,842,API log
7303843.0,GPT-4,286,656,942,API log
7303903.0,GPT-4,248,603,851,API log
7303963.0,GPT-4,248,663,911,API log
7304023.0,GPT-4,248,636,884,API log
7304083.0,GPT-4,248,684,932,API log
7304144.0,GPT-4,248,598,846,API log
7304204.0,GPT-4,124,343,467,API log
7304204.0,GPT-4,173,345,518,API log
7304204.0,GPT-4,130,245,375,API log
7304204.0,GPT-4,155,278,433,API log
7304204.0,GPT-4,88,217,305,API log
7304204.0,GPT-4,182,405,587,API log
7304204.0,GPT-4,112,187,299,API log
7304204.0,GPT-4,250,465,715,API log
7304204.0,GPT-4,168,379,547,API log
7304204.0,GPT-4,92,198,290,API log
7304204.0,GPT-4,155,360,515,API log
7304204.0,GPT-4,125,181,306,API log
7304204.0,GPT-4,202,557,759,API log
7304204.0,GPT-4,77,146,223,API log
7304204.0,GPT-4,219,387,606,API log
7304204.0,GPT-4,160,464,624,API log
7304204.0,GPT-4,77,204,281,API log
7304204.0,GPT-4,94,188,282,API log
7304204.0,GPT-4,92,323,415,API log
7304204.0,GPT-4,130,219,349,API log
7304260.0,GPT-4,120,253,373,API log
7304260.0,GPT-4,193,395,588,API log
7304320.0,GPT-4,120,253,373,API log
7304345.0,GPT-4,268,138,406,API log
7304345.0,GPT-4,238,118,356,API log
7304345.0,GPT-4,579,455,1034,API log
7304345.0,GPT-4,400,283,683,API log
7304345.0,GPT-4,284,106,390,API log
7304345.0,GPT-4,573,431,1004,API log
7304345.0,GPT-4,485,340,825,API log
7304345.0,GPT-4,331,63,394,API log
7304345.0,GPT-4,371,258,629,API log
7304345.0,GPT-4,429,297,726,API log
7304345.0,GPT-4,416,300,716,API log
7304345.0,GPT-4,485,311,796,API log
7304345.0,GPT-4,271,154,425,API log
7304345.0,GPT-4,367,250,617,API log
7304345.0,GPT-4,249,133,382,API log
7304345.0,GPT-4,420,266,686,API log
7304345.0,GPT-4,361,241,602,API log
7304345.0,GPT-4,353,217,570,API log
7304345.0,GPT-4,439,238,677,API log
7304345.0,GPT-4,365,211,576,API log
7304396.0,GPT-4,318,202,520,API log
7304396.0,GPT-4,584,456,1040,API log
7304396.0,GPT-4,459,315,774,API log
7304396.0,GPT-4,624,476,1100,API log
7304396.0,GPT-4,410,294,704,API log
7304396.0,GPT-4,442,326,768,API log
7304396.0,GPT-4,258,60,318,API log
7304396.0,GPT-4,697,547,1244,API log
7304396.0,GPT-4,387,274,661,API log
7304396.0,GPT-4,379,263,642,API log
7304396.0,GPT-4,507,291,798,API log
7304396.0,GPT-4,371,239,610,API log
7304396.0,GPT-4,513,396,909,API log
7304396.0,GPT-4,600,483,1083,API log
7304396.0,GPT-4,634,495,1129,API log
7304396.0,GPT-4,546,412,958,API log
7304396.0,GPT-4,423,310,733,API log
7304396.0,GPT-4,361,236,597,API log
7304396.0,GPT-4,503,357,860,API log
7304396.0,GPT-4,486,347,833,API log
7304456.0,GPT-4,697,547,1244,API log
7304516.0,GPT-4,697,547,1244,API log
7304571.0,GPT-4,663,538,1201,API log
7304571.0,GPT-4,467,291,758,API log
7304571.0,GPT-4,497,305,802,API log
7304571.0,GPT-4,380,266,646,API log
7304571.0,GPT-4,660,537,1197,API log
7304571.0,GPT-4,329,212,541,API log
7304571.0,GPT-4,507,346,853,API log
7304571.0,GPT-4,335,153,488,API log
7304571.0,GPT-4,507,389,896,API log
7304571.0,GPT-4,331,217,548,API log
7304571.0,GPT-4,518,392,910,API log
7304571.0,GPT-4,405,289,694,API log
7304571.0,GPT-4,675,565,1240,API log
7304571.0,GPT-4,533,397,930,API log
7304571.0,GPT-4,381,265,646,API log
7304571.0,GPT-4,373,230,603,API log
7304571.0,GPT-4,368,251,619,API log
7304571.0,GPT-4,336,186,522,API log
7304571.0,GPT-4,462,285,747,API log
7304571.0,GPT-4,305,130,435,API log
7304631.0,GPT-4,660,537,1197,API log
7304631.0,GPT-4,507,389,896,API log
7304631.0,GPT-4,533,397,930,API log
7304631.0,GPT-4,663,538,1201,API log
7304631.0,GPT-4,675,558,1233,API log
7304631.0,GPT-4,518,392,910,API log
7304692.0,GPT-4,518,392,910,API log
7304692.0,GPT-4,660,537,1197,API log
7304692.0,GPT-4,533,397,930,API log
7304692.0,GPT-4,507,389,896,API log
7304692.0,GPT-4,663,538,1201,API log
7304692.0,GPT-4,675,558,1233,API log
7304752.0,GPT-4,533,397,930,API log
7304752.0,GPT-4,660,537,1197,API log
7304752.0,GPT-4,675,558,1233,API log
7304752.0,GPT-4,518,392,910,API log
7304812.0,GPT-4,660,537,1197,API log
7304869.0,GPT-4,317,51,368,API log
7304869.0,GPT-4,350,233,583,API log
7304869.0,GPT-4,487,371,858,API log
7304869.0,GPT-4,344,231,575,API log
7304869.0,GPT-4,672,532,1204,API log
7304869.0,GPT-4,470,339,809,API log
7304869.0,GPT-4,296,181,477,API log
7304869.0,GPT-4,511,368,879,API log
7304869.0,GPT-4,343,197,540,API log
7304869.0,GPT-4,377,260,637,API log
7304869.0,GPT-4,227,109,336,API log
7304869.0,GPT-4,421,306,727,API log
7304869.0,GPT-4,405,282,687,API log
7304869.0,GPT-4,433,303,736,API log
7304869.0,GPT-4,602,464,1066,API log
7304869.0,GPT-4,435,252,687,API log
7304869.0,GPT-4,787,667,1454,API log
7304869.0,GPT-4,461,320,781,API log
7304869.0,GPT-4,481,344,825,API log
7304869.0,GPT-4,258,112,370,API log
7304929.0,GPT-4,377,260,637,API log
7304929.0,GPT-4,672,532,1204,API log
7304929.0,GPT-4,602,464,1066,API log
7304929.0,GPT-4,787,667,1454,API log
7304989.0,GPT-4,787,667,1454,API log
7305050.0,GPT-4,787,667,1454,API log
7305110.0,GPT-4,787,667,1454,API log
7305170.0,GPT-4,787,667,1454,API log
7305230.0,GPT-4,787,667,1454,API log
7305291.0,GPT-4,787,667,1454,API log
7305350.0,GPT-4,787,667,1454,API log
7305395.0,GPT-4,354,239,593,API log
7305395.0,GPT-4,354,231,585,API log
7305395.0,GPT-4,319,172,491,API log
7305396.0,GPT-4,406,293,699,API log
7305396.0,GPT-4,488,315,803,API log
7305396.0,GPT-4,349,204,553,API log
7305396.0,GPT-4,530,396,926,API log
7305396.0,GPT-4,470,307,777,API log
7305396.0,GPT-4,730,609,1339,API log
7305396.0,GPT-4,417,294,711,API log
7305396.0,GPT-4,619,478,1097,API log
7305396.0,GPT-4,385,260,645,API log
7305396.0,GPT-4,303,187,490,API log
7305396.0,GPT-4,378,232,610,API log
7305396.0,GPT-4,520,386,906,API log
7305396.0,GPT-4,723,597,1320,API log
7305396.0,GPT-4,603,466,1069,API log
7305396.0,GPT-4,665,527,1192,API log
7305396.0,GPT-4,367,226,593,API log
7305396.0,GPT-4,298,61,359,API log
7305456.0,GPT-4,723,597,1320,API log
7305456.0,GPT-4,488,315,803,API log
7305456.0,GPT-4,530,396,926,API log
7305456.0,GPT-4,603,466,1069,API log
7305456.0,GPT-4,619,478,1097,API log
7305456.0,GPT-4,730,609,1339,API log
7305456.0,GPT-4,665,527,1192,API log
7305516.0,GPT-4,730,609,1339,API log
7305516.0,GPT-4,723,597,1320,API log
7305516.0,GPT-4,665,527,1192,API log
7305516.0,GPT-4,619,478,1097,API log
7305576.0,GPT-4,730,609,1339,API log
7305576.0,GPT-4,619,478,1097,API log
7305576.0,GPT-4,723,597,1320,API log
7305636.0,GPT-4,211,23,234,API log
7305636.0,GPT-4,446,290,736,API log
7305636.0,GPT-4,254,94,348,API log
7305636.0,GPT-4,530,389,919,API log
7305636.0,GPT-4,426,295,721,API log
7305636.0,GPT-4,389,71,460,API log
7305636.0,GPT-4,471,338,809,API log
7305636.0,GPT-4,283,135,418,API log
7305636.0,GPT-4,285,172,457,API log
7305636.0,GPT-4,532,392,924,API log
7305636.0,GPT-4,409,218,627,API log
7305636.0,GPT-4,344,232,576,API log
7305636.0,GPT-4,247,93,340,API log
7305636.0,GPT-4,269,31,300,API log
7305636.0,GPT-4,311,185,496,API log
7305636.0,GPT-4,264,73,337,API log
7305636.0,GPT-4,453,319,772,API log
7305636.0,GPT-4,412,296,708,API log
7305636.0,GPT-4,254,137,391,API log
7305636.0,GPT-4,624,504,1128,API log
7305696.0,GPT-4,624,504,1128,API log
7305696.0,GPT-4,530,413,943,API log
7305696.0,GPT-4,471,328,799,API log
7305739.0,GPT-4,462,291,753,API log
7305739.0,GPT-4,319,203,522,API log
7305799.0,GPT-4,462,291,753,API log
7305821.0,GPT-4,491,433,924,API log
7305821.0,GPT-4,371,313,684,API log
7305821.0,GPT-4,318,260,578,API log
7305821.0,GPT-4,123,65,188,API log
7305821.0,GPT-4,298,240,538,API log
7305821.0,GPT-4,360,302,662,API log
7305821.0,GPT-4,301,243,544,API log
7305821.0,GPT-4,343,285,628,API log
7305821.0,GPT-4,178,120,298,API log
7305821.0,GPT-4,277,219,496,API log
7305821.0,GPT-4,193,135,328,API log
7305821.0,GPT-4,271,213,484,API log
7305821.0,GPT-4,357,299,656,API log
7305821.0,GPT-4,165,110,275,API log
7305821.0,GPT-4,198,140,338,API log
7305821.0,GPT-4,214,156,370,API log
7305821.0,GPT-4,326,268,594,API log
7305821.0,GPT-4,515,435,950,API log
7305821.0,GPT-4,310,252,562,API log
7305821.0,GPT-4,400,342,742,API log
7305873.0,GPT-4,370,312,682,API log
7305873.0,GPT-4,607,528,1135,API log
7305873.0,GPT-4,120,56,176,API log
7305873.0,GPT-4,536,462,998,API log
7305873.0,GPT-4,472,414,886,API log
7305873.0,GPT-4,299,241,540,API log
7305873.0,GPT-4,262,204,466,API log
7305873.0,GPT-4,386,328,714,API log
7305873.0,GPT-4,351,302,653,API log
7305873.0,GPT-4,407,349,756,API log
7305873.0,GPT-4,334,276,610,API log
7305873.0,GPT-4,456,398,854,API log
7305873.0,GPT-4,323,265,588,API log
7305873.0,GPT-4,375,317,692,API log
7305873.0,GPT-4,555,481,1036,API log
7305873.0,GPT-4,296,238,534,API log
7305873.0,GPT-4,417,359,776,API log
7305873.0,GPT-4,543,485,1028,API log
7305873.0,GPT-4,354,296,650,API log
7305873.0,GPT-4,516,442,958,API log
7305921.0,GPT-4,618,560,1178,API log
7305921.0,GPT-4,326,268,594,API log
7305921.0,GPT-4,277,219,496,API log
7305921.0,GPT-4,598,540,1138,API log
7305921.0,GPT-4,597,539,1136,API log
7305921.0,GPT-4,365,307,672,API log
7305921.0,GPT-4,351,293,644,API log
7305921.0,GPT-4,449,391,840,API log
7305921.0,GPT-4,406,348,754,API log
7305921.0,GPT-4,457,399,856,API log
7305921.0,GPT-4,272,220,492,API log
7305921.0,GPT-4,213,140,353,API log
7305921.0,GPT-4,311,253,564,API log
7305921.0,GPT-4,246,188,434,API log
7305921.0,GPT-4,190,132,322,API log
7305921.0,GPT-4,452,394,846,API log
7305921.0,GPT-4,349,291,640,API log
7305921.0,GPT-4,345,287,632,API log
7305921.0,GPT-4,290,232,522,API log
7305921.0,GPT-4,325,267,592,API log
7305981.0,GPT-4,246,188,434,API log
7305981.0,GPT-4,598,521,1119,API log
7305981.0,GPT-4,406,335,741,API log
7305981.0,GPT-4,618,540,1158,API log
7305981.0,GPT-4,272,220,492,API log
7305981.0,GPT-4,597,539,1136,API log
7305981.0,GPT-4,325,267,592,API log
7305981.0,GPT-4,345,287,632,API log
7305981.0,GPT-4,277,219,496,API log
7306041.0,GPT-4,345,287,632,API log
7306041.0,GPT-4,618,560,1178,API log
7306041.0,GPT-4,598,540,1138,API log
7306041.0,GPT-4,597,520,1117,API log
7306041.0,GPT-4,406,348,754,API log
7306101.0,GPT-4,618,560,1178,API log
7306154.0,GPT-4,169,114,283,API log
7306154.0,GPT-4,172,114,286,API log
7306154.0,GPT-4,111,57,168,API log
7306154.0,GPT-4,241,183,424,API log
7306155.0,GPT-4,320,262,582,API log
7306155.0,GPT-4,399,341,740,API log
7306155.0,GPT-4,312,256,568,API log
7306155.0,GPT-4,431,373,804,API log
7306155.0,GPT-4,257,199,456,API log
7306155.0,GPT-4,291,233,524,API log
7306155.0,GPT-4,727,669,1396,API log
7306155.0,GPT-4,293,235,528,API log
7306155.0,GPT-4,363,295,658,API log
7306155.0,GPT-4,380,322,702,API log
7306155.0,GPT-4,428,370,798,API log
7306155.0,GPT-4,524,450,974,API log
7306155.0,GPT-4,342,284,626,API log
7306155.0,GPT-4,366,308,674,API log
7306155.0,GPT-4,404,346,750,API log
7306155.0,GPT-4,592,515,1107,API log
7306203.0,GPT-4,538,480,1018,API log
7306203.0,GPT-4,264,206,470,API log
7306203.0,GPT-4,669,611,1280,API log
7306203.0,GPT-4,353,295,648,API log
7306203.0,GPT-4,292,234,526,API log
7306203.0,GPT-4,456,398,854,API log
7306203.0,GPT-4,367,309,676,API log
7306203.0,GPT-4,121,63,184,API log
7306203.0,GPT-4,526,468,994,API log
7306203.0,GPT-4,232,174,406,API log
7306203.0,GPT-4,320,262,582,API log
7306203.0,GPT-4,286,228,514,API log
7306203.0,GPT-4,299,241,540,API log
7306203.0,GPT-4,354,296,650,API log
7306203.0,GPT-4,247,189,436,API log
7306203.0,GPT-4,291,233,524,API log
7306203.0,GPT-4,446,388,834,API log
7306203.0,GPT-4,587,529,1116,API log
7306203.0,GPT-4,657,580,1237,API log
7306203.0,GPT-4,375,317,692,API log
7306263.0,GPT-4,587,529,1116,API log
7306263.0,GPT-4,375,317,692,API log
7306264.0,GPT-4,456,398,854,API log
